title,premiere_year,final_year,seasons,episodes,country,technique,era,run_years,averageRating,numVotes,runtimeMinutes,genres,tconst
Sítio do Picapau Amarelo,2012,2016,3,78,Brazil,Flash,Streaming Era (2010+),4,8.2,295.0,,"Adventure,Comedy,Family",tt0149528
Yôkai Ningen Bem,1968,1968,,,Japan,,Classic (pre-1970),0,6.8,119.0,,"Adventure,Fantasy,Horror",tt2016822
Clangers,1969,1974,,26,United Kingdom,,Classic (pre-1970),5,7.6,182.0,10.0,"Animation,Family",tt4771826
GeGeGe no Kitaro,1971,1972,,45,Japan,,Bronze Age (70s-84),1,6.9,175.0,23.0,"Action,Adventure,Animation",tt7899522
Flower Pot Men,2001,2001,3,45,United Kingdom,Stop Motion,Modern (97-09),0,7.7,91.0,12.0,Family,tt0288357
Moby Dick,1967,1968,,18,United States,,Classic (pre-1970),1,,,,Talk-Show,tt8861670
Chop Chop Ninja,2018,2018,1,20,Canada,ToonBoom Harmony,Streaming Era (2010+),0,7.1,33.0,11.0,Animation,tt6639884
Magic: The Gathering,2022,2022,,,United States,Traditional,Streaming Era (2010+),0,,,,"Action,Adventure,Animation",tt10428604
Monster in My Pocket,2022,2022,,,France,CGI,Streaming Era (2010+),0,,,,Animation,tt30331048
My Brother the Monster,2022,2022,,,Canada,Traditional,Streaming Era (2010+),0,,,,Animation,tt13580984
Agent Elvis,,,,,United States,Traditional,,,6.8,2912.0,30.0,"Action,Animation,Comedy",tt10814036
Annie & Carola,,,1,52,Spain,Traditional,,,,,,"Animation,Comedy,Family",tt10569768
Batman: Caped Crusader,,,,,United States,Traditional,,,7.2,16487.0,25.0,"Action,Animation,Crime",tt14681596
Bossy Bear,,,,,United States,Flash,,,7.8,65.0,,"Animation,Family",tt19045292
Cocomelon Lane,,,,,United States,CGI,,,3.1,1081.0,25.0,"Animation,Comedy,Family",tt15040002
Dew Drop Diaries,,,,,United States,Flash,,,8.0,95.0,23.0,"Adventure,Animation,Comedy",tt18079106
Digman!,,,,,United States,Flash,,,6.6,1698.0,,"Adventure,Animation,Comedy",tt22059768
Dino Pops,,,,,United States,CGI,,,7.3,28.0,,Animation,tt18220162
Eva the Owlet,,,,,United States,CGI,,,7.6,94.0,,"Animation,Family",tt20248376
Exploding Kittens,,,,,United States,CGI,,,6.8,6134.0,25.0,"Animation,Comedy",tt19734104
Frog and Toad,,,,,United States,Traditional,,,8.1,455.0,,"Adventure,Animation,Comedy",tt2197822
Gremlins: Secrets of the Mogwai,,,1,6,United States,CGI,,,6.9,1082.0,30,"Adventure,Animation,Comedy",tt9860690
Grimsburg,,,,,United States,Flash,,,6.2,1762.0,15.0,"Animation,Comedy",tt15791752
Hailey's On It!,,,,,United States,Traditional,,,7.1,798.0,,"Action,Adventure,Animation",tt16152776
HexVet,,,,,United States,CGI/Traditional,,,,,,Animation,tt19045304
Jessica's Big Little World,,,,,United States,Traditional,,,6.3,174.0,18.0,Animation,tt14075028
Karate Sheep,,,1,13,France,CGI,,,6.4,130.0,7.0,"Animation,Comedy,Family",tt26238218
Kiff,,,,,United States,Traditional,,,7.8,1101.0,11.0,"Adventure,Animation,Comedy",tt14877120
Koala Man,,,1,8,United States,Flash,,,6.7,2368.0,25.0,"Action,Adventure,Animation",tt14307470
Little Baby Bum: Music Time,,,,,United States,CGI,,,6.5,55.0,7.0,"Animation,Comedy,Family",tt15040054
Mashopolis,,,,,United States,Flash,,,,,,"Animation,Family,Game-Show",tt15439004
Max & the Midknights,,,,,United States,Traditional,,,6.5,182.0,,"Action,Adventure,Animation",tt11349896
Mech Cadets,,,,,United States,Traditional,,,6.8,1033.0,25.0,"Action,Adventure,Animation",tt14690802
Moon Girl and Devil Dinosaur,,,1,6,United States,Traditional,,,7.5,2211.0,23.0,"Action,Adventure,Animation",tt8041658
My Adventures with Superman,,,,,United States,Traditional,,,7.6,9148.0,23.0,"Action,Adventure,Animation",tt14681924
My Dad the Bounty Hunter,,,1,10,United States,CGI,,,7.3,1881.0,22.0,"Action,Adventure,Animation",tt13433814
Not Quite Narwhal,,,,,United States,CGI,,,6.4,167.0,13.0,"Adventure,Animation,Comedy",tt19382854
Poor Devil,,,1,8,Spain,Flash,,,6.4,650.0,20.0,"Animation,Comedy",tt15764846
Primos,,,,,United States,Stop Motion,,,4.6,644.0,22.0,"Adventure,Animation,Comedy",tt15837206
Princess Power,,,1,14,United States,CGI,,,4.7,223.0,15.0,"Adventure,Animation,Comedy",tt22013036
Pupstruction,,,,,United States,CGI,,,6.3,238.0,11.0,"Adventure,Animation,Comedy",tt19868830
Riley Rocket,,,,,Canada,Flash,,,7.7,19.0,,Animation,tt28078098
"Rock, Paper, Scissors",,,1,10,United States,Flash,,,6.5,478.0,30.0,"Animation,Comedy,Family",tt16117344
Rubble & Crew,,,1,5,United States,CGI,,,4.7,313.0,30.0,Animation,tt23858980
Shape Island,,,1,8,United States,Stop Motion,,,7.5,321.0,23.0,"Adventure,Animation,Comedy",tt25515858
Silly Sundays,,,,,United States,Flash,,,7.7,41.0,7.0,"Animation,Comedy,Family",tt28315425
Super Turbo Story Time,,,,,United States,Traditional,,,5.2,7.0,,"Animation,Documentary",tt20918600
SuperKitties,,,1,12,United States,CGI,,,5.8,503.0,,"Action,Adventure,Animation",tt19872934
Velma,,,1,10,United States,Traditional,,,1.6,81393.0,25.0,"Adventure,Animation,Comedy",tt14153790
Work It Out Wombats!,,,1,14,"United States, Canada",Flash,,,7.9,123.0,,"Adventure,Animation,Comedy",tt21915168
X-Men '97,,,,,United States,Traditional,,,8.7,52677.0,22.0,"Action,Adventure,Animation",tt16026746
Young Love,,,,,United States,Traditional,,,7.4,392.0,25.0,"Animation,Comedy,Family",tt12681586
001/7 Oyayubi Tom,1967,1967,,,Japan,,Classic (pre-1970),0,,,,,
A kockásfülű nyúl,1977,1979,,,Hungary,,Bronze Age (70s-84),2,,,,,
Ace o Nerae!,1973,1974,,26,Japan,,Bronze Age (70s-84),1,,,,,
Adventures of Pow Wow,1949,1950,,52,United States,,Classic (pre-1970),1,,,,,
Adventures of the Gummi Bears,1985,1991,,65,United States,,Golden Age (85-96),6,,,,,
Aesop and Son,1959,1959,,39,United States,,Classic (pre-1970),0,,,,,
Ai no Gakko Cuore Monogatari,1981,1981,,26,Japan,,Bronze Age (70s-84),0,,,,,
Ai Shite Knight,1983,1984,,42,Japan,,Bronze Age (70s-84),1,,,,,
Akado Suzunosuke,1972,1972,,,Japan,,Bronze Age (70s-84),0,,,,,
Akaki Chi no Eleven,1970,1971,,52,Japan,,Bronze Age (70s-84),1,,,,,
Aku Dai Sakusen Srungle,1983,1983,,12,Japan,,Bronze Age (70s-84),0,,,,,
Albegas,1983,1984,,45,Japan,,Bronze Age (70s-84),1,,,,,
Alvin and the Chipmunks,1983,1990,,102,United States,,Bronze Age (70s-84),7,,,,,
Amigo and Friends,1979,1979,,52,"Mexico, US",,Bronze Age (70s-84),0,,,,,
Andersen Monogatari,1971,1971,,52,Japan,,Bronze Age (70s-84),0,,,,,
Angie Girl,1977,1978,,26,Japan,,Bronze Age (70s-84),1,,,,,
Animation Kikou Marco Polo no Boken,1979,1979,,,Japan,,Bronze Age (70s-84),0,,,,,
Anime Document Munchen E No Michi,1972,1972,,,Japan,,Bronze Age (70s-84),0,,,,,
Anime Yasei No Sakebi,1982,1982,,13,Japan,,Bronze Age (70s-84),0,,,,,
Animentari Ketsudan,1971,1971,,,Japan,,Bronze Age (70s-84),0,,,,,
Anmitsu Hime,1986,1986,,13,Japan,,Golden Age (85-96),0,,,,,
Aoki Ryusei SPT Layzner,1985,1985,,13,Japan,,Golden Age (85-96),0,,,,,
Apache Yakyû-gun,1971,1971,,,Japan,,Bronze Age (70s-84),0,,,,,
"Araa, Gudzulla Da To",1967,1967,,,Japan,,Classic (pre-1970),0,,,,,
Arabian Nights: Sinbad's Adventures,1975,1976,,52,Japan,,Bronze Age (70s-84),1,,,,,
Araiguma Rascal,1977,1977,,52,Japan,,Bronze Age (70s-84),0,,,,,
Arcadia of My Youth: Endless Orbit SSX,1982,1983,,22,Japan,,Bronze Age (70s-84),1,,,,,
Archibald le Magi-chien,1980,1981,,46,"Japan, Belgium",,Bronze Age (70s-84),1,,,,,
Arrow Emblem Hawk of the Grand Prix,1977,1978,,44,Japan,,Bronze Age (70s-84),1,,,,,
Asari-chan,1982,1982,,13,Japan,,Bronze Age (70s-84),0,,,,,
Ashita no Joe,1970,1971,,79,Japan,,Bronze Age (70s-84),1,,,,,
Ashita no Joe 2,1980,1981,,47,Japan,,Bronze Age (70s-84),1,,,,,
Ashita Tenki Ni Nare!,1984,1985,,47,Japan,,Bronze Age (70s-84),1,,,,,
Astro and the Space Mutts,1981,1982,,11,United States,,Bronze Age (70s-84),1,,,,,
Atom Ant,1965,1967,,26,United States,,Classic (pre-1970),2,,,,,
Babel II,1973,1973,,39,Japan,,Bronze Age (70s-84),0,,,,,
Baggy Pants and the Nitwits,1977,1977,,13,United States,,Bronze Age (70s-84),0,,,,,
Bakuhatsu Gorô,1970,1970,,,Japan,,Bronze Age (70s-84),0,,,,,
Baxinger,1982,1983,,39,Japan,,Bronze Age (70s-84),1,,,,,
Bemubemu Hunter Kotengu Tenmaru,1983,1983,,12,Japan,,Bronze Age (70s-84),0,,,,,
Blocker Gundan 4 Machine Blaster,1976,1977,,38,Japan,,Bronze Age (70s-84),1,,,,,
Bôken Gaboten-Jima,1967,1967,,,Japan,,Classic (pre-1970),0,,,,,
Bôken Korobokkuru,1973,1973,,26,Japan,,Bronze Age (70s-84),0,,,,,
Bôken Shônen Shadar,1967,1967,,,Japan,,Classic (pre-1970),0,,,,,
Braiger,1981,1982,,39,Japan,,Bronze Age (70s-84),1,,,,,
Bug-Tte Honey,1986,1986,,13,Japan,,Golden Age (85-96),0,,,,,
Captain,1983,1983,,26,Japan,,Bronze Age (70s-84),0,,,,,
Captain Harlock and the Queen of 1000 Years,1985,1985,,13,Japan,,Golden Age (85-96),0,,,,,
CB Bears,1977,1977,,13,United States,,Bronze Age (70s-84),0,,,,,
Challenge of the Super Friends,1978,1978,,16,United States,,Bronze Age (70s-84),0,,,,,
Chapi Chapo,1974,1975,,60,France,,Bronze Age (70s-84),1,,,,,
Chibikko Kaiju Yadamon,1967,1967,,,Japan,,Classic (pre-1970),0,,,,,
Chicken Takkun,1984,1984,,124,Japan,,Bronze Age (70s-84),0,,,,,
Chie the Brat,1981,1983,,103,Japan,,Bronze Age (70s-84),2,,,,,
Cho Denji Robo Combattler V,1976,1977,,54,Japan,,Bronze Age (70s-84),1,,,,,
Chō Kōsoku Galvion,1984,1984,,22,Japan,,Bronze Age (70s-84),0,,,,,
Cho Supercar Gattaiger,1977,1977,,,Japan,,Bronze Age (70s-84),0,,,,,
Chōdenji Machine Voltes V,1977,1978,,40,Japan,,Bronze Age (70s-84),1,,,,,
Chojin Sentai Barattack,1977,1978,,31,Japan,,Bronze Age (70s-84),1,,,,,
Choriki Robo Galatt,1984,1984,,25,Japan,,Bronze Age (70s-84),0,,,,,
Clémentine,1985,1986,,39,France,,Golden Age (85-96),1,,,,,
Clyde Crashcup,1961,1961,,26,United States,,Classic (pre-1970),0,,,,,
Colargol,1967,1974,,13,France,,Classic (pre-1970),7,,,,,
Combat Mecha Xabungle,1982,1983,,50,Japan,,Bronze Age (70s-84),1,,,,,
Coral no Tanken,1979,1979,,,Japan,,Bronze Age (70s-84),0,,,,,
"Creamy Mami, the Magic Angel",1983,1984,,52,Japan,,Bronze Age (70s-84),1,,,,,
Daltanius,1979,1980,,47,Japan,,Bronze Age (70s-84),1,,,,,
Dancouga – Super Beast Machine God,1985,1985,,13,Japan,,Golden Age (85-96),0,,,,,
Dash Kappei,1981,1981,,26,Japan,,Bronze Age (70s-84),0,,,,,
"Demetan Croaker, The Boy Frog",1973,1973,,39,Japan,,Bronze Age (70s-84),0,,,,,
Deputy Dawg,1962,1963,,34,United States,,Classic (pre-1970),1,,,,,
Dingbat and the Creeps,1980,1981,,26,United States,,Bronze Age (70s-84),1,,,,,
Dinosaur War Izenborg,1977,1978,,39,Japan,,Bronze Age (70s-84),1,,,,,
Dirty Pair,1985,1985,,13,Japan,,Golden Age (85-96),0,,,,,
Dôbutsu Mura Monogatari,1970,1970,,,Japan,,Bronze Age (70s-84),0,,,,,
Doc Potts,1964,1964,,,United States,,Classic (pre-1970),0,,,,,
Dog of Flanders,1975,1975,,52,Japan,,Bronze Age (70s-84),0,,,,,
Dokonjo Gaeru,1972,1972,,,Japan,,Bronze Age (70s-84),0,,,,,
Dolphin Ôji,1965,1965,,,Japan,,Classic (pre-1970),0,,,,,
Don Chuck Monogatari,1975,1975,,26,Japan,,Bronze Age (70s-84),0,,,,,
Donkikko,1965,1965,,,Japan,,Classic (pre-1970),0,,,,,
Dorimogu Daa!!,1986,1986,,13,Japan,,Golden Age (85-96),0,,,,,
Doteraman,1986,1986,,13,Japan,,Golden Age (85-96),0,,,,,
Dotonabe No Manner,1984,1984,,,Japan,,Bronze Age (70s-84),0,,,,,
Dr. Slump & Arale-chan,1981,1986,,243,Japan,,Bronze Age (70s-84),5,,,,,
Dudley Do-Right,1959,1959,,39,United States,,Classic (pre-1970),0,,,,,
"Dynomutt, Dog Wonder",1976,1977,,20,United States,,Bronze Age (70s-84),1,,,,,
Elves of the Forest,1984,1985,,23,Japan,,Bronze Age (70s-84),1,,,,,
Famous Classic Tales,1970,1984,,31,United States,,Bronze Age (70s-84),14,,,,,
Force Five,1980,1980,,26,Japan,,Bronze Age (70s-84),0,,,,,
Frankenstein Jr.,1966,1968,,18,United States,,Classic (pre-1970),2,,,,,
Fuku-Chan: Yokoyama Ryuichi No Kessaku Anime,1982,1982,,13,Japan,,Bronze Age (70s-84),0,,,,,
Fushigi no Kuni no Alice,1983,1984,,52,Japan,,Bronze Age (70s-84),1,,,,,
Futari No Tama,1984,1984,,,Japan,,Bronze Age (70s-84),0,,,,,
Future Police Urashiman,1983,1983,,,Japan,,Bronze Age (70s-84),0,,,,,
G.I. Joe: A Real American Hero,1983,1986,,95,United States,,Bronze Age (70s-84),3,,,,,
Gaiking,1976,1976,,44,Japan,,Bronze Age (70s-84),0,,,,,
Galactic Patrol: Lensman,1984,1985,,25,Japan,,Bronze Age (70s-84),1,,,,,
Galaxy Express 999,1978,1981,,113,Japan,,Bronze Age (70s-84),3,,,,,
Galaxy High,1986,1986,,13,United States,,Golden Age (85-96),0,,,,,
Gan to Gon,1974,1975,,260,Japan,,Bronze Age (70s-84),1,,,,,
Ganba no Bōken,1975,1975,,26,Japan,,Bronze Age (70s-84),0,,,,,
Ganbare Kickers,1986,1986,,13,Japan,,Golden Age (85-96),0,,,,,
Ganbare! Marine Kid,1966,1966,,,Japan,,Classic (pre-1970),0,,,,,
Ganso Tensai Bakabon,1975,1977,,103,Japan,,Bronze Age (70s-84),2,,,,,
Gatchaman Fighter,1979,1979,,48,Japan,,Bronze Age (70s-84),0,,,,,
Gatchaman II,1978,1978,,52,Japan,,Bronze Age (70s-84),0,,,,,
Gekisō! Ruben Kaiser,1977,1977,,,Japan,,Bronze Age (70s-84),0,,,,,
Gekko Kamen,1972,1972,,,Japan,,Bronze Age (70s-84),0,,,,,
Getter Robo G,1975,1976,,39,Japan,,Bronze Age (70s-84),1,,,,,
Ginga Hyōryū Vifam,1983,1984,,12,Japan,,Bronze Age (70s-84),1,,,,,
Ginga Patrol PJ,1981,1981,,,Japan,,Bronze Age (70s-84),0,,,,,
Ginga Shônentai,1963,1963,,,Japan,,Classic (pre-1970),0,,,,,
Ginga: Nagareboshi Gin,1986,1986,,13,Japan,,Golden Age (85-96),0,,,,,
Ginguiser,1977,1977,,,Japan,,Bronze Age (70s-84),0,,,,,
Gloizer X,1976,1977,,36,Japan,,Bronze Age (70s-84),1,,,,,
Gokū no Daibōken,1967,1967,,,Japan,,Classic (pre-1970),0,,,,,
Golden Warrior Gold Lightan,1981,1982,,52,Japan,,Bronze Age (70s-84),1,,,,,
Gordian Warrior,1979,1981,,73,Japan,,Bronze Age (70s-84),2,,,,,
